OBJECTID,poly_SourceOID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_IRWINID,poly_FORID,poly_Acres_AutoCalc,poly_SourceGlobalID,poly_Source,attr_SourceOID,attr_ABCDMisc,attr_ADSPermissionState,attr_CalculatedAcres,attr_ContainmentDateTime,attr_ControlDateTime,attr_CreatedBySystem,attr_IncidentSize,attr_DiscoveryAcres,attr_DispatchCenterID,attr_EstimatedCostToDate,attr_FinalAcres,attr_FFReportApprovedByTitle,attr_FFReportApprovedByUnit,attr_FFReportApprovedDate,attr_FireBehaviorGeneral,attr_FireBehaviorGeneral1,attr_FireBehaviorGeneral2,attr_FireBehaviorGeneral3,attr_FireCause,attr_FireCauseGeneral,attr_FireCauseSpecific,attr_FireCode,attr_FireDepartmentID,attr_FireDiscoveryDateTime,attr_FireMgmtComplexity,attr_FireOutDateTime,attr_FireStrategyConfinePercent,attr_FireStrategyFullSuppPrcnt,attr_FireStrategyMonitorPercent,attr_FireStrategyPointZonePrcnt,attr_FSJobCode,attr_FSOverrideCode,attr_GACC,attr_ICS209ReportDateTime,attr_ICS209RptForTimePeriodFrom,attr_ICS209RptForTimePeriodTo,attr_ICS209ReportStatus,attr_IncidentManagementOrg,attr_IncidentName,attr_IncidentShortDescription,attr_IncidentTypeCategory,attr_IncidentTypeKind,attr_InitialLatitude,attr_InitialLongitude,attr_InitialResponseAcres,attr_InitialResponseDateTime,attr_IrwinID,attr_IsFireCauseInvestigated,attr_IsFireCodeRequested,attr_IsFSAssisted,attr_IsMultiJurisdictional,attr_IsReimbursable,attr_IsTrespass,attr_IsUnifiedCommand,attr_LocalIncidentIdentifier,attr_ModifiedBySystem,attr_PercentContained,attr_PercentPerimToBeContained,attr_POOCity,attr_POOCounty,attr_POODispatchCenterID,attr_POOFips,attr_POOJurisdictionalAgency,attr_POOJurisdictionalUnit,attr_POOJurisdictUnitParentUnit,attr_POOLandownerCategory,attr_POOLandownerKind,attr_POOLegalDescPrincipalMerid,attr_POOLegalDescQtr,attr_POOLegalDescQtrQtr,attr_POOLegalDescRange,attr_POOLegalDescSection,attr_POOLegalDescTownship,attr_POOPredictiveServiceAreaID,attr_POOProtectingAgency,attr_POOProtectingUnit,attr_POOState,attr_PredominantFuelGroup,attr_PredominantFuelModel,attr_PrimaryFuelModel,attr_SecondaryFuelModel,attr_TotalIncidentPersonnel,attr_UniqueFireIdentifier,attr_FORID,attr_WFDSSDecisionStatus,attr_EstimatedFinalCost,attr_OrganizationalAssessment,attr_StratDecisionPublishDate,attr_CreatedOnDateTime_dt,attr_ModifiedOnDateTime_dt,attr_Source,attr_IsCpxChild,attr_CpxName,attr_CpxID,attr_SourceGlobalID,GlobalID,SHAPE_Length,SHAPE_Area
17611,16893,Hog Pen,Wildfire Final Fire Perimeter,GPS-Walked/Driven,43.43351,2023/06/22 14:59:07+00,2023/06/22 14:59:07+00,2023/06/22 14:59:06+00,{29A3EDDB-F9AD-4E01-B632-44DA4F433BB0},{47FDB63B-11B9-4158-88C1-3382871A4FDE},43.4335313,,FFP,1861239,EK2X,CERTIFIED,43.44,2023/05/23 17:00:00+00,2023/05/23 17:00:00+00,wildcad,40,,FLFIC,,,,,2023/06/22 14:58:39+00,,,,,,,,,,2023/04/22 21:04:45+00,,2023/06/22 13:30:00+00,,,,,,,SACC,,,,,,Hog Pen,,WF,FI,30.22797,-82.55726,,2023/04/22 21:04:59+00,,,,0,,,0,,1402,wildcade,,,,Columbia,FLFIC,12023,USFS,FLFNF,,USFS,Federal,,,,,,,,USFS,FLFNF,US-FL,Brush,SH3,,,,2023-FLFNF-001402,{47FDB63B-11B9-4158-88C1-3382871A4FDE},,,,,2023/04/23 13:07:19+00,2023/06/22 14:16:51+00,FODR,,,,{9BCB7E06-1487-4846-A276-6A9F55013839},{770E3A36-CB1A-465F-B5CA-DC033DA96BDA},0.017792009,-1.65E-05
17612,16892,207B,Wildfire Final Fire Perimeter,Auto-generated,9,2023/06/22 14:57:32+00,2023/06/22 14:57:32+00,2023/06/22 14:57:32+00,{E6AF7D1A-FCD7-489E-BBA5-C2996857D665},{1A5DAEBF-9CB5-49FE-969D-47C3D7ED00A3},10.2116646,,FFP,1858887,EK2X,CERTIFIED,10.21,2023/04/24 18:07:00+00,2023/05/23 17:00:00+00,wildcad,9,,FLFIC,,,,,2023/06/22 14:57:29+00,,,,,,,,,,2023/04/22 22:44:34+00,,2023/06/22 13:10:00+00,,,,,,,SACC,,,,,,207B,,WF,FI,30.22755,-82.38261,,2023/04/22 23:00:00+00,,,,0,,,0,,1406,wildcade,,,,Baker,FLFIC,12003,USFS,FLFNF,,USFS,Federal,,,,,,,,USFS,FLFNF,US-FL,Grass-Shrub,GS3,,,,2023-FLFNF-001406,{1A5DAEBF-9CB5-49FE-969D-47C3D7ED00A3},,,,,2023/04/24 00:24:51+00,2023/06/22 13:48:08+00,FODR,,,,{87A21CD3-9FA2-4651-94A5-45432AFD755D},{E12EC26D-76F1-47FB-A00E-A8504708656A},0.01258597,-3.87E-06
17614,16894,Okee,Wildfire Final Fire Perimeter,Hand Sketch,0.1,2023/06/22 15:10:46+00,2023/06/22 15:10:46+00,2023/06/22 15:10:45+00,{93B760FD-4515-4A2C-9B95-73FF7143E501},{D3B47A1C-04FD-4F57-B656-22DB1387CDC3},7.546476661,,FFP,1861307,,CERTIFIED,7.55,2023/05/21 19:20:00+00,,wildcad,12,,FLFIC,,,,,2023/06/22 15:10:43+00,,,,,,,,P8H3,,2023/05/20 18:58:00+00,,2023/06/22 23:10:00+00,,,,,P8,805,SACC,,,,,,Okee,,WF,FI,30.56765,-82.38182,,2023/05/20 18:59:59+00,,,,1,,,1,,1763,wildcade,,,,Baker,FLFIC,12003,USFS,FLFNF,,USFS,Federal,,,,,,,,USFS,FLFNF,US-FL,Brush,SH3,,,,2023-FLFNF-001763,{D3B47A1C-04FD-4F57-B656-22DB1387CDC3},,,,,2023/05/20 19:54:13+00,2023/06/22 13:13:41+00,FODR,,,,{AAEFA310-030C-41A1-AB2C-BC71FBCADDFF},{6D6EA78B-F54E-4242-B5E0-93FD8A92BF8C},0.007077024,-2.87E-06
17615,18680,Tabby Canyon,Wildfire Daily Fire Perimeter,GPS-Flight,20.6,2023/06/23 19:20:36+00,2023/06/23 19:36:05+00,2023/06/17 18:04:00+00,{4C323746-322D-4719-A5FA-8955584B536A},,20.59595099,{BBE17F3F-4E28-4A30-99FD-4520D5150863},2023 NIFS,28035337,,DEFAULT,,2023/06/17 20:18:00+00,2023/06/18 14:13:59+00,wildcade,20.6,4,UTNUC,,,,,,,,,,Human,,,P9V7,,2023/06/17 18:12:58+00,,2023/06/21 21:30:00+00,,,,,,,GBCC,,,,,,Tabby Canyon,,WF,FI,40.8383,-112.502,,,{4C323746-322D-4719-A5FA-8955584B536A},,0,1,,,,,200177,wildcade,,,,Tooele,UTNUC,49045,BLM,UTWDD,,BLM,Federal,,,,,,,GB25,BLM,UTWDD,US-UT,,,,,,2023-UTWDD-200177,,No Decision,,,,2023/06/17 18:52:54+00,2023/06/21 21:29:45+00,IRWIN,0,,,{CCAA926E-31A4-419B-B053-610F756428AC},{CFB8320A-7802-4EDD-A33D-7FAC3B9C463E},0.023002882,-8.89E-06
17617,17604,HI-WAY,Wildfire Daily Fire Perimeter,Hand Sketch,1,2023/06/16 22:21:48+00,2023/06/22 15:55:26+00,2023/06/17 01:41:00+00,{9BADCB45-8220-414F-9E5C-F5547A849BAB},,2.118608537,{DD9F7DEC-F4D3-46FD-A931-19FBE83B7B05},2023 NIFS,28035221,,DEFAULT,,,,firecode,,,ORWSC,,,,,,,,,,,,,P9T5,,2023/06/16 20:41:00+00,,,,,,,,,NWCC,,,,,,HI-WAY,,WF,FI,,,,,{9BADCB45-8220-414F-9E5C-F5547A849BAB},,0,1,0,0,0,,26,firecode,,,,Jefferson,ORWSC,41031,BIA,ORWSA,,BIA,Federal,,,,,,,NW06,BIA,ORWSA,US-OR,,,,,,2023-ORWSA-000026,,No Decision,,,,2023/06/16 22:21:33+00,2023/06/16 22:21:33+00,IRWIN,0,,,{C5D06554-DCD1-4AA9-838E-EA835BCAA4F0},{85FCFD58-7789-48B3-B6C9-131BED5542DC},0.00445034,-9.76E-07
17618,18472,Freeze,Wildfire Daily Fire Perimeter,Phone/Tablet,232.8797369,2023/06/22 16:00:12+00,2023/06/22 16:00:41+00,,{1D132BD2-0D28-4EDB-8945-3E0699671517},,233.0595181,{AB263A8E-36B6-4A22-97C4-7E261922B93D},2023 NIFS,28036147,,FIREREPORTING,,2023/06/22 05:58:59+00,2023/06/22 20:00:00+00,wildcad,232.9,25,IDBDC,,,,,,,,,,Human,,,P92D,,2023/06/22 00:30:00+00,,2023/06/24 18:00:00+00,,,,,PD,1522,GBCC,,,,,,FREEZE,,WF,FI,43.83957,-116.6142,25,,{1D132BD2-0D28-4EDB-8945-3E0699671517},,0,1,0,0,0,,384,wildcad,,,,Gem,IDBDC,16045,BLM,IDBOD,,BLM,Federal,,,,,,,GB03,BLM,IDBOD,US-ID,,,,,,2023-IDBOD-000384,,No Decision,,,,2023/06/22 02:18:49+00,2023/06/22 20:01:58+00,IRWIN,0,,,{057C4B15-B422-4584-958A-1CD2987A9E70},{EADB6DD9-FEF9-4BBB-B5ED-9BD4AF02B25D},0.051305152,-0.000105544
17620,18378,Skog,Wildfire Daily Fire Perimeter,Hand Sketch,1,2023/06/21 23:12:18+00,2023/06/22 20:07:02+00,2023/06/22 03:01:35+00,{DFADC4F0-E0B0-4EB2-A0D4-85458826390A},,0.702340157,{6FC90D7B-C02E-4E80-BB37-42CF03BC43EC},2023 NIFS,28036116,,DEFAULT,,,,INFORM_Inspector,1,1,MNMNCC,,,,,,,,,,,,,P91Z,,2023/06/21 22:01:36+00,,,,,,,,,EACC,,,,,,Skog,,WF,FI,,,,,{DFADC4F0-E0B0-4EB2-A0D4-85458826390A},,0,0,,,,,41,firecode,,,,Carlton,MNMNCC,27017,,,,Private,Private,,,,,,,EA03,DNR,MN2PS,US-MN,,,,,,2023-MN2PS-000041,,No Decision,,,,2023/06/21 23:12:14+00,2023/06/21 23:12:19+00,IRWIN,0,,,{788C496A-F8FF-4AFB-A0C1-4CD1B0D6F40B},{6108BEFF-A53F-4CA5-AAE5-0BCEE77B0A87},0.002700033,-3.33E-07
17621,16895,Sky Ranch,Wildfire Final Fire Perimeter,Auto-generated,110.2125,2023/06/22 20:28:56+00,2023/06/22 20:28:56+00,2023/06/22 20:28:56+00,{C977666D-2B17-4537-998A-2BF6F5A7EA81},{2A7E37E3-EB89-4797-A3AA-626845268955},110.1860034,,FFP,1861100,,CERTIFIED,110.19,2023/06/19 03:30:00+00,2023/06/19 18:45:00+00,wildcade,110,,UTCDC,,,,,2023/06/22 20:28:53+00,,,,,,,,P9XW,,2023/06/19 00:11:58+00,,2023/06/21 17:29:59+00,,,,,,,GBCC,,,,,,Sky Ranch,,WF,FI,37.08422,-113.31021,,,,,,1,,,,,194,wildcade,,,,Washington,UTCDC,49053,,,,Private,Private,,,,,,,,DFF,UTSWS,US-UT,,,,,,2023-UTSWS-000194,{2A7E37E3-EB89-4797-A3AA-626845268955},,,,,2023/06/19 02:22:00+00,2023/06/21 17:31:08+00,FODR,,,,{86CE4121-314E-4D30-8A85-2A802869B5AC},{F7E4A48D-7F5C-4D76-920E-26D01CE22A26},0.043493981,-4.52E-05
17622,18550,Beehole,Wildfire Daily Fire Perimeter,Auto-generated,3,2023/06/22 21:59:18+00,2023/06/22 22:17:59+00,2023/06/23 01:28:00+00,{96F008E1-3497-4323-8B4C-DC6C9423D610},,2.516845369,{E0DB1860-D03F-442C-8BB8-155D1D5916A0},2023 NIFS,28036300,,DEFAULT,,2023/06/22 22:24:00+00,2023/06/23 19:14:00+00,wildcade,2.5,3,MOMOC,,,,,,,,,,Human,,,P94B,,2023/06/22 20:28:01+00,,,,,,,P9,905,EACC,,,,,,Beehole,,WF,FI,39.393755,-94.042969,,,{96F008E1-3497-4323-8B4C-DC6C9423D610},,0,1,,,,,366,wildcade,,,,Butler,MOMOC,29023,USFS,MOMTF,,USFS,Federal,,,,,,,EA13,USFS,MOMTF,US-MO,,,,,,2023-MOMTF-000366,,No Decision,,,,2023/06/22 21:59:11+00,2023/06/30 17:21:33+00,IRWIN,0,,,{32C9D1FB-D20A-46C8-A2D1-495F447A620F},{9EC2FCA0-B3C6-4DEA-8B45-171FD4C3BCC7},0.005816956,-1.03E-06
17623,10417,Oakview,Wildfire Daily Fire Perimeter,Hand Sketch,0.53,2023/05/03 17:29:51+00,2023/05/03 17:29:51+00,,{22CFAB2C-8BFE-4085-A940-401CA94D5450},,0.525117031,{341A8DDF-42FD-4C45-BF8B-63BE824D70F3},2023 NIFS,28027177,,DEFAULT,,,,INFORM_Inspector,0.7,0.7,MNMNCC,,,,,,,,,,,,,P7PK,,2023/05/03 17:27:11+00,,,,,,,,,EACC,,,,,,Oakview,,WF,FI,,,,,{22CFAB2C-8BFE-4085-A940-401CA94D5450},,0,0,,,,,7,firecode,,,,Chisago,MNMNCC,27025,,,,Private,Private,,,,,,,EA03,DNR,MN3SS,US-MN,,,,,,2023-MN3SS-000007,,No Decision,,,,2023/05/03 17:28:50+00,2023/05/03 17:28:54+00,IRWIN,0,,,{AABA1AAC-1671-4466-98FD-5E68F22069B8},{8B4F695D-B36F-47C4-89FB-E3B5A91FE970},0.002183425,-2.45E-07
17624,11645,RX DFG-LeydenWMA-L-A02-03,Prescribed Fire,Hand Sketch,12,2023/05/12 17:32:32+00,2023/05/12 17:41:14+00,2023/05/11 20:09:19+00,{0DAC1B74-7940-4B02-83DE-149837F28E5A},,12.00581065,{6610BB6C-84E1-4DD7-BC1A-7F3A6EC7AA74},2023 NIFS,28028594,,DEFAULT,,,,INFORM_Inspector,12,12,NHNEC,,,,,,,,,,,,,,,2023/05/11 15:09:18+00,,,,,,,,,EACC,,,,,,RX DFG-LeydenWMA-L-A02-03,,RX,FI,,,,,{0DAC1B74-7940-4B02-83DE-149837F28E5A},,0,0,,,,,DFG-RX16,INFORM_Inspector,,,,Franklin,NHNEC,25011,FFC,MAMAS,,State,Other,,,,,,,EA23,FFC,MAMAS,US-MA,,,,,,2023-MAMAS-DFG-RX16,,No Decision,,,,2023/05/12 17:32:27+00,2023/05/12 17:32:27+00,IRWIN,0,,,{50767A53-D591-4FC6-ACCB-9D76B3F47939},{BC624002-56B6-45F8-9570-890966F9BC41},0.010868077,-5.34E-06
17625,3290,Paddy Chappel,Wildfire Daily Fire Perimeter,GPS-Walked,0.1,2023/03/07 23:13:47+00,2023/03/08 17:09:33+00,2023/03/08 04:55:10+00,{B6EDE380-66DC-49D4-92CD-57FFA49E962D},,0.161475363,{DD7A5A6E-FCCA-4F12-ADA6-D9A7C4FCB1CA},2023 NIFS,27944792,,FIREREPORTING,,2023/03/07 23:48:00+00,2023/03/13 21:59:59+00,wildcad,0.16,0.1,MOMOC,,,,,,,,,,Human,,,P5TM,,2023/03/07 22:55:00+00,,2023/03/13 21:59:59+00,,,,,P9,905,EACC,,,,,,Paddy Chappel,,WF,FI,37.49649,-92.07648,0.1,,{B6EDE380-66DC-49D4-92CD-57FFA49E962D},,0,0,0,0,0,,123,wildcad,,,,Texas,MOMOC,29215,,,,Private,Private,,,,,,,EA13,USFS,MOMTF,US-MO,,,,,,2023-MOMTF-000123,,No Decision,,,,2023/03/07 23:13:32+00,2023/05/15 16:58:23+00,IRWIN,0,,,{B6EDE380-66DC-49D4-92CD-57FFA49E962D},{EF2158C6-1398-4D71-9669-31C725C7FAA6},0.001310583,-6.66E-08
17626,8128,Coppermine 4,Wildfire Daily Fire Perimeter,Hand Sketch,0.01,2023/04/17 20:14:47+00,2023/04/17 20:14:47+00,,{C7C738FB-1546-433F-99A4-EE626EAEAB7E},,0.008811514,{9F15F449-7368-4D35-B007-D1A9A205424E},2023 NIFS,28024500,,DEFAULT,,,,INFORM_Inspector,0.01,0.01,NHNEC,,,,,,,,,,,,,,,2023/04/14 20:55:32+00,,,,,,,,,EACC,,,,,,Coppermine 4,,WF,FI,,,,,{C7C738FB-1546-433F-99A4-EE626EAEAB7E},,0,0,,,,,FD05027,INFORM_Inspector,,,,Essex,NHNEC,25009,,,,Private,Private,,,,,,,EA23,FFC,MAMAS,US-MA,,,,,,2023-MAMAS-FD05027,,No Decision,,,,2023/04/17 20:12:16+00,2023/04/17 20:12:16+00,IRWIN,0,,,{31F1935C-7A68-4F4A-A646-8EA754CF0B42},{AB30DEB5-115A-46D7-8BD6-AE242437729B},0.000309921,-3.91E-09
17627,11646,CR 58,Wildfire Daily Fire Perimeter,Hand Sketch,1,2023/05/12 17:36:33+00,2023/05/12 19:52:03+00,2023/05/12 20:36:21+00,{584C8293-E4F8-462D-9C9F-FD0B925AE015},,0.178040013,{B2A53F6F-8BFF-434D-B12A-5586887765BC},2023 NIFS,28028596,,DEFAULT,,,,INFORM_Inspector,1,1,MNMNCC,,,,,,,,,,,,,P728,,2023/05/12 15:36:21+00,,,,,,,,,EACC,,,,,,CR 58,,WF,FI,,,,,{584C8293-E4F8-462D-9C9F-FD0B925AE015},,0,0,,,,,12,firecode,,,,Cass,MNMNCC,27021,,,,Private,Private,,,,,,,EA01,DNR,MN1FS,US-MN,,,,,,2023-MN1FS-000012,,No Decision,,,,2023/05/12 17:36:29+00,2023/05/12 17:36:32+00,IRWIN,0,,,{19C06ECA-B59E-4385-A8C1-63E9979DD838},{71AFFC12-3B0B-4E55-AD26-1979AC4A4B0A},0.001231788,-8.49E-08
17628,12527,PD Pit Fire,Wildfire Daily Fire Perimeter,Auto-generated,1,2023/05/17 14:49:02+00,2023/05/17 15:10:16+00,2023/05/17 19:37:00+00,{E4CCFA8E-5452-4DE6-B5A1-8BBFCC742542},,0.24071565,{08E10A53-5B2C-41AC-ADDF-DD54A4815C49},2023 NIFS,28029511,,DEFAULT,,,,INFORM_Mobile,0.3,,NHNEC,,,,,,,,,,Human,Debris and open burning,Burn Barrel,,S4210,2023/05/17 14:37:00+00,,,,,,,,,EACC,,,,,,PD Pit Fire,,WF,FI,,,,,{E4CCFA8E-5452-4DE6-B5A1-8BBFCC742542},1,0,0,,,,,23002199,INFORM_Mobile,,,,Androscoggin,NHNEC,23001,,,,Private,Private,,,,,,,EA22,SFS,MEMES,US-ME,,,,,,2023-MEMES-23002199,,No Decision,,,,2023/05/17 14:48:53+00,2023/06/26 14:15:14+00,IRWIN,0,,,{A3207F2D-D03A-4570-B1C6-D59B016D3DD3},{B712CB3B-59F8-4165-84A7-F537E137DC4F},0.002006629,-1.09E-07
17630,8763,Cuttyhunk-Bayberry-DFG-RX,Prescribed Fire,Hand Sketch,6.73,2023/04/21 16:09:33+00,2023/04/21 16:09:33+00,,{989EA644-2F37-40A3-A5E5-2BF93F2E3527},,6.72701638,{4FD3669B-F394-4FFB-8495-420F6EBB5FB1},2023 NIFS,28025182,,DEFAULT,,,,INFORM_Inspector,7,7,NHNEC,,,,,,,,,,,,,,,2023/04/14 15:30:30+00,,,,,,,,,EACC,,,,,,Cuttyhunk-Bayberry-DFG-RX,,RX,FI,,,,,{989EA644-2F37-40A3-A5E5-2BF93F2E3527},,0,0,,,,,DFG-RX11,INFORM_Inspector,,,,Dukes,NHNEC,25007,,,,Private,Private,,,,,,,EA23,FFC,MAMAS,US-MA,,,,,,2023-MAMAS-DFG-RX11,,No Decision,,,,2023/04/21 16:08:00+00,2023/04/21 16:08:00+00,IRWIN,0,,,{180AC0B3-5A19-4334-92E0-1CE7C36D2CBB},{AF1D719A-BF2F-45EE-BEB6-615CDD656E90},0.007912134,-2.93E-06
17632,18658,Cypress,Wildfire Daily Fire Perimeter,Auto-generated,0.1,2023/06/23 17:09:18+00,2023/06/23 17:09:18+00,2023/06/22 23:11:18+00,{1E0D3CD1-008A-435A-92FB-7D7479E3468E},,1.016621057,{493F7ECB-A36B-40E2-9D41-689AF8176EC5},2023 NIFS,28036417,,DEFAULT,,,,wildcade,1,0.1,MIMIDC,,,,,,,,,,Undetermined,,,P944,,2023/06/22 18:11:18+00,,,,,,,,,EACC,,,,,,Cypress,,WF,FI,43.785464,-85.622815,,,{1E0D3CD1-008A-435A-92FB-7D7479E3468E},,0,1,,,,,230361,wildcade,,,,Newaygo,MIMIDC,26123,,,,Private,Private,,,,,,,EA08,USFS,MIHMF,US-MI,,,,,,2023-MIHMF-230361,,No Decision,,,,2023/06/23 16:58:18+00,2023/06/23 17:02:50+00,IRWIN,0,,,{D045D6DA-9F97-4B07-98DF-733023DEDD0F},{B280E714-30EC-46ED-B057-901226CF7DF4},0.002823569,-4.60E-07
17633,16896,Falls Ridge,Wildfire Final Fire Perimeter,GPS-Walked/Driven,270.0672,2023/06/23 17:09:22+00,2023/06/23 17:09:22+00,2023/06/23 17:09:22+00,{21689BD6-6A3D-438A-BA53-B67F21C9BDEA},{4F90CA64-0DB9-4051-A3E0-DC5B7D97DDC5},270.0673511,,FFP,1859589,,CERTIFIED,270.07,2023/06/15 21:59:59+00,2023/06/23 12:00:00+00,wildcad,270,,VAVIC,,,,,2023/06/23 17:09:19+00,,,,,,,,P9G3,,2023/06/09 00:57:00+00,Type 4 Incident,2023/06/23 12:59:59+00,,,,,P8,808,SACC,,,,,,Falls Ridge,,WF,FI,38.880194,-78.760972,,2023/06/09 01:30:00+00,,1,,1,,,0,,230076,wildcade,,,,Shenandoah,VAVIC,51171,USFS,VAVAF,,USFS,Federal,,,,,,,,USFS,VAVAF,US-VA,Timber,TL9,,,,2023-VAVAF-230076,{4F90CA64-0DB9-4051-A3E0-DC5B7D97DDC5},,,,,2023/06/09 12:28:58+00,2023/06/23 14:07:29+00,FODR,,,,{55A4398E-3CF6-482C-BEEF-209BD457207F},{6C45F817-3ECB-40B3-82B8-A0ED5EA8B10E},0.052990848,-0.000113459
17634,14546,Penstemon fire,Wildfire Daily Fire Perimeter,,0.1,2023/05/30 18:45:17+00,2023/06/23 17:33:39+00,2023/05/30 18:43:54+00,{1E420CDD-EA97-4796-BFFB-F84C7E103529},,0.004847048,{309DD11A-CDDB-4AD4-A004-3CDC13B94595},2023 NIFS,28031838,,FIREREPORTING,,2023/05/30 18:30:00+00,2023/05/30 18:30:00+00,wildcad,0.01,0.01,IDSCC,,,,,,,,,,Human,,,P81Z,,2023/05/30 17:06:00+00,,2023/05/30 18:59:59+00,,,,,P4,414,GBCC,,,,,,Penstemon,,WF,FI,42.19467,-114.2857,0.1,,{1E420CDD-EA97-4796-BFFB-F84C7E103529},,0,1,0,0,0,,69,wildcade,,,,Twin Falls,IDSCC,16083,USFS,IDSTF,,USFS,Federal,,,,,,,GB07,USFS,IDSTF,US-ID,,,,,,2023-IDSTF-000069,,No Decision,,,,2023/05/30 21:02:45+00,2023/06/23 17:34:28+00,IRWIN,0,,,{E4DA38FB-2D79-4239-BC09-8FD41FD328AE},{A1188A69-00C0-4B47-A571-F2A88FE16356},0.000260723,-2.14E-09
17635,16109,South Butte,Wildfire Daily Fire Perimeter,Mixed Methods,,2023/06/08 02:46:30+00,2023/06/23 17:36:15+00,,{73BCED0A-6DE1-434E-9AAF-0341BEAD7E5A},,14.12391758,{03F2EBBD-4E0F-4437-AB64-E3DB889794CD},2023 NIFS,28033554,,DEFAULT,,2023/06/08 01:15:00+00,2023/06/08 06:22:00+00,wildcade,14.1,14.1,IDSCC,,,,,,,,,,Human,,,P9FY,,2023/06/07 23:50:00+00,,2023/06/12 20:29:59+00,,,,,,,GBCC,,,,,,South Butte,,WF,FI,42.80405,-115.3154,,,{73BCED0A-6DE1-434E-9AAF-0341BEAD7E5A},,0,1,,,,,79,wildcade,,,,Elmore,IDSCC,16039,BLM,IDTFD,,BLM,Federal,,,,,,,GB06,C&L,IDELX,US-ID,,,,,,2023-IDELX-000079,,No Decision,,,,2023/06/08 03:27:03+00,2023/06/23 17:38:25+00,IRWIN,0,,,{4FC03AF8-65DC-45CF-828C-AD753310415B},{A0EA20C5-D06D-4E18-A5DE-46B44F553D87},0.013474194,-6.29E-06
17636,15470,Little Rocks Fire,Wildfire Daily Fire Perimeter,Mixed Methods,,2023/06/04 22:04:06+00,2023/06/23 17:35:15+00,,{F01A6082-1EBA-456F-B4CF-5F51ACD46B02},,0.410933721,{13CEC769-E2CB-481E-97B7-A7152BF3294E},2023 NIFS,28032851,,DEFAULT,,2023/06/04 22:05:59+00,2023/06/04 23:29:59+00,wildcade,0.41,0.25,IDSCC,,,,,,,,,,Human,,,P89A,,2023/06/04 19:47:00+00,,,,,,,,,GBCC,,,,,,Little Rock,,WF,FI,43.10983,-114.671114,,,{F01A6082-1EBA-456F-B4CF-5F51ACD46B02},,0,1,,,,,74,wildcade,,,,Gooding,IDSCC,16047,BLM,IDTFD,,BLM,Federal,,,,,,,GB06,BLM,IDTFD,US-ID,,,,,,2023-IDTFD-000074,,No Decision,,,,2023/06/04 22:55:15+00,2023/06/05 18:04:41+00,IRWIN,0,,,{5AC5D207-74EB-413F-803B-F8E7E74F3600},{C65C3394-17C8-48A8-96FB-7C494FD04069},0.002115746,-1.84E-07
17637,16369,Pothole Canyon,Wildfire Daily Fire Perimeter,Mixed Methods,,2023/06/09 16:53:11+00,2023/06/23 17:40:36+00,,{A6B23E8F-3C82-4BB3-8AD9-CF40A6C10C8F},,8.182646992,{04E11614-5778-4E11-8669-F94EC74B4DB4},2023 NIFS,28034332,,DEFAULT,,2023/06/09 17:00:00+00,2023/06/09 17:29:59+00,wildcade,8.2,15,IDSCC,,,,,,,,,,Undetermined,,,P9L0,,2023/06/08 23:40:00+00,,,,,,,,,GBCC,,,,,,Pothole Canyon,,WF,FI,42.861134,-115.498581,,,{A6B23E8F-3C82-4BB3-8AD9-CF40A6C10C8F},,0,1,,,,,81,wildcade,,,,Elmore,IDSCC,16039,BLM,IDTFD,,BLM,Federal,,,,,,,GB06,BLM,IDTFD,US-ID,,,,,,2023-IDTFD-000081,,No Decision,,,,2023/06/12 17:30:23+00,2023/06/23 17:43:32+00,IRWIN,0,,,{53A99E75-4C78-4FED-8A67-A4212A1DE29C},{3FEA2CDE-1B50-479E-9E51-CA8F46040939},0.015871314,-3.64E-06
17638,16489,Cook stove ,Wildfire Daily Fire Perimeter,GPS-Walked,,2023/06/09 22:36:17+00,2023/06/23 17:44:36+00,,{9C5AB6D3-3B62-4CF4-8318-4BC4B09051E5},,0.014368857,{7390F84B-E296-4FE1-851D-176822C0B170},2023 NIFS,28033902,,DEFAULT,,2023/06/10 02:15:00+00,2023/06/10 17:00:00+00,wildcade,0.1,0.1,IDSCC,,,,,,,,,,Undetermined,,,P9JW,,2023/06/09 18:51:00+00,,2023/06/10 18:00:00+00,,,,,,,GBCC,,,,,,Cookstove,,WF,FI,43.417333,-114.655667,,,{9C5AB6D3-3B62-4CF4-8318-4BC4B09051E5},,0,1,,,,,82,wildcade,,,,Camas,IDSCC,16025,BLM,IDTFD,,BLM,Federal,,,,,,,GB06,BLM,IDTFD,US-ID,,,,,,2023-IDTFD-000082,,No Decision,,,,2023/06/09 23:00:11+00,2023/06/11 02:09:35+00,IRWIN,0,,,{45ED09CC-482D-4B5A-AD43-CD97B4EFC63E},{70CD76F4-993A-4DAE-8257-07AF2ACB7AF8},0.000607428,-6.46E-09
